n	Experimental	Theoretical
12689	178.07300	179.75615
12690	179.76800	179.76323
12691	179.10900	179.77031
12692	180.12300	179.77740
12693	180.69600	179.78448
12694	180.21400	179.79156
12695	180.67300	179.79864
12696	180.56300	179.80572
12697	178.03800	179.81281
12698	175.97400	179.81989
12699	177.93300	179.82697
12700	181.19200	179.83405
12701	179.07000	179.84113
12702	179.36200	179.84821
12703	179.09600	179.85529
12704	181.61700	179.86237
12705	178.85400	179.86944
12706	175.17000	179.87652
12707	180.47900	179.88360
12708	183.35600	179.89068
12709	180.15800	179.89776
12710	179.00900	179.90483
12711	179.73400	179.91191
12712	179.46500	179.91899
12713	178.85800	179.92606
12714	181.73800	179.93314
12715	179.91500	179.94022
12716	182.87700	179.94729
12717	179.65100	179.95437
12718	177.75800	179.96144
12719	179.39100	179.96852
12720	179.45400	179.97559
12721	178.72100	179.98267
12722	180.14600	179.98974
12723	178.47000	179.99682
12724	182.57300	180.00389
12725	179.33600	180.01096
12726	178.32900	180.01803
12727	181.83400	180.02511
12728	179.38800	180.03218
12729	181.21400	180.03925
12730	180.36000	180.04632
12731	180.68100	180.05340
12732	178.33500	180.06047
12733	177.58500	180.06754
12734	178.68100	180.07461
12735	181.58100	180.08168
12736	182.01900	180.08875
12737	184.27600	180.09582
12738	179.32400	180.10289
12739	180.63200	180.10996
12740	181.70600	180.11703
12741	181.06400	180.12410
12742	180.38000	180.13116
12743	180.82800	180.13823
12744	179.33900	180.14530
12745	179.70700	180.15237
12746	178.08500	180.15944
12747	179.82200	180.16650
12748	180.67200	180.17357
12749	181.89400	180.18064
12750	184.20800	180.18770
12751	180.27700	180.19477
12752	179.49700	180.20184
12753	179.61300	180.20890
12754	181.91600	180.21597
12755	182.05000	180.22303
12756	180.61200	180.23010
12757	178.08100	180.23716
12758	181.39200	180.24422
12759	177.30600	180.25129
12760	179.96000	180.25835
12761	179.39500	180.26541
12762	182.87200	180.27248
12763	180.43000	180.27954
12764	182.62700	180.28660
12765	176.74300	180.29366
12766	180.32400	180.30073
12767	178.83400	180.30779
12768	179.52300	180.31485
12769	177.06400	180.32191
12770	182.00500	180.32897
12771	180.57900	180.33603
12772	180.85200	180.34309
12773	180.11800	180.35015
12774	182.30800	180.35721
12775	182.90700	180.36427
12776	181.68800	180.37133
12777	178.12500	180.37839
12778	179.43700	180.38545
12779	181.09400	180.39251
12780	179.89800	180.39956
12781	183.16300	180.40662
12782	181.25100	180.41368
12783	177.01000	180.42074
12784	181.92200	180.42779
12785	181.25400	180.43485
12786	179.39000	180.44191
12787	180.45300	180.44896
12788	179.80000	180.45602
12789	178.14300	180.46307
12790	182.54300	180.47013
12791	177.99200	180.47718
12792	179.55900	180.48424
12793	180.77200	180.49129
12794	182.54700	180.49835
12795	182.62900	180.50540
12796	179.72200	180.51246
12797	185.20500	180.51951
12798	180.39900	180.52656
12799	180.06200	180.53361
12800	181.87300	180.54067
12801	178.67700	180.54772
12802	180.38600	180.55477
12803	179.09100	180.56182
12804	181.55100	180.56887
12805	180.32200	180.57593
12806	181.83500	180.58298
12807	181.76700	180.59003
12808	180.57200	180.59708
12809	179.48900	180.60413
12810	179.72500	180.61118
12811	181.28700	180.61823
12812	179.73700	180.62528
12813	179.49700	180.63232
12814	180.44000	180.63937
12815	179.11100	180.64642
12816	182.25300	180.65347
12817	182.23400	180.66052
12818	181.86400	180.66756
12819	182.89500	180.67461
12820	181.43400	180.68166
12821	183.08600	180.68871
12822	181.45400	180.69575
12823	178.61200	180.70280
12824	178.62900	180.70984
12825	182.74600	180.71689
12826	181.88300	180.72394
12827	184.09100	180.73098
12828	181.67400	180.73803
12829	179.98400	180.74507
12830	184.70000	180.75211
12831	178.65800	180.75916
12832	181.34900	180.76620
12833	179.90300	180.77325
12834	178.40100	180.78029
12835	177.09300	180.78733
12836	179.86800	180.79437
12837	183.00100	180.80142
12838	181.56100	180.80846
12839	178.21500	180.81550
12840	185.09900	180.82254
12841	181.31600	180.82958
12842	179.73800	180.83662
12843	181.35700	180.84366
12844	182.26600	180.85070
12845	182.11600	180.85774
12846	181.76400	180.86478
12847	183.01700	180.87182
12848	179.51100	180.87886
12849	181.01600	180.88590
12850	180.19900	180.89294
12851	179.66300	180.89998
12852	180.71800	180.90702
12853	179.43700	180.91406
12854	179.07200	180.92109
12855	180.85800	180.92813
12856	179.26300	180.93517
12857	181.96800	180.94221
12858	179.08700	180.94924
12859	180.60600	180.95628
12860	182.01100	180.96331
12861	178.79300	180.97035
12862	179.77400	180.97739
12863	180.51100	180.98442
12864	179.54600	180.99146
12865	182.30000	180.99849
12866	179.58500	181.00552
12867	180.72300	181.01256
12868	181.09900	181.01959
12869	180.85400	181.02663
12870	181.32200	181.03366
12871	179.18800	181.04069
12872	181.92300	181.04773
12873	180.64000	181.05476
12874	183.71900	181.06179
12875	180.72500	181.06882
12876	180.33300	181.07585
12877	181.70800	181.08288
12878	180.25400	181.08992
12879	180.03200	181.09695
12880	182.10500	181.10398
12881	182.49200	181.11101
12882	181.91800	181.11804
12883	181.21900	181.12507
12884	180.19000	181.13210
12885	182.03500	181.13913
12886	180.51700	181.14616
12887	182.40500	181.15318
12888	180.06200	181.16021
12889	181.93900	181.16724
12890	182.12200	181.17427
12891	182.71900	181.18130
12892	181.69700	181.18832
12893	183.10400	181.19535
12894	180.25900	181.20238
12895	182.31900	181.20940
12896	182.15700	181.21643
12897	179.76400	181.22346
12898	182.69300	181.23048
12899	180.77200	181.23751
12900	180.08800	181.24453
12901	179.00300	181.25156
12902	178.37400	181.25858
12903	178.60800	181.26561
12904	182.04000	181.27263
12905	185.07300	181.27965
12906	183.06800	181.28668
12907	183.13700	181.29370
12908	181.53100	181.30072
12909	178.98300	181.30775
12910	181.33200	181.31477
12911	180.48000	181.32179
12912	182.26200	181.32881
12913	179.59900	181.33583
12914	184.32000	181.34285
12915	183.79500	181.34988
12916	182.55600	181.35690
12917	182.40800	181.36392
12918	178.71900	181.37094
12919	183.23100	181.37796
12920	182.36200	181.38498
12921	181.63100	181.39200
12922	180.58200	181.39902
12923	181.21300	181.40603
12924	184.30900	181.41305
12925	182.33600	181.42007
12926	179.56200	181.42709
12927	180.03700	181.43411
12928	182.07700	181.44112
12929	183.26300	181.44814
12930	181.15600	181.45516
12931	182.78600	181.46218
12932	179.35200	181.46919
12933	182.73300	181.47621
12934	182.07100	181.48322
12935	180.65600	181.49024
12936	181.48300	181.49725
12937	182.71300	181.50427
12938	180.44100	181.51128
12939	181.72900	181.51830
12940	181.23100	181.52531
12941	179.32800	181.53233
12942	185.36600	181.53934
12943	181.61500	181.54635
12944	184.57300	181.55337
12945	183.36600	181.56038
12946	182.82900	181.56739
12947	180.55700	181.57441
12948	180.10500	181.58142
12949	185.11100	181.58843
12950	179.59600	181.59544
12951	181.99600	181.60245
12952	181.38600	181.60946
12953	181.48400	181.61647
12954	178.40000	181.62348
12955	181.35700	181.63049
12956	182.39000	181.63750
12957	183.64700	181.64451
12958	180.70700	181.65152
12959	181.31900	181.65853
12960	179.77000	181.66554
12961	181.84600	181.67255
12962	177.90800	181.67956
12963	184.65200	181.68657
12964	182.41100	181.69357
12965	179.66700	181.70058
12966	185.79800	181.70759
12967	182.44600	181.71460
12968	183.96500	181.72160
12969	183.68200	181.72861
12970	181.32800	181.73562
12971	179.63900	181.74262
12972	180.98200	181.74963
12973	179.89700	181.75663
12974	179.24500	181.76364
12975	183.40200	181.77064
12976	181.20300	181.77765
12977	179.75500	181.78465
12978	177.90600	181.79165
12979	181.21600	181.79866
12980	178.31800	181.80566
12981	183.18700	181.81266
12982	181.83300	181.81967
12983	181.36600	181.82667
12984	182.64600	181.83367
12985	182.85600	181.84067
12986	182.47300	181.84768
12987	180.74000	181.85468
12988	181.30700	181.86168
12989	183.22700	181.86868
12990	179.51600	181.87568
12991	180.74500	181.88268
12992	182.83800	181.88968
12993	182.82300	181.89668
12994	181.02600	181.90368
12995	182.12000	181.91068
12996	182.53600	181.91768
12997	182.35300	181.92468
12998	178.89000	181.93168
12999	180.87800	181.93868
13000	181.18900	181.94567
13001	181.72900	181.95267
13002	179.69500	181.95967
13003	179.75400	181.96667
13004	182.28300	181.97366
13005	181.40800	181.98066
13006	184.61500	181.98766
13007	182.46400	181.99465
13008	180.25700	182.00165
13009	180.33400	182.00864
13010	183.08500	182.01564
13011	184.89100	182.02263
13012	180.61200	182.02963
13013	181.66300	182.03662
13014	178.41200	182.04362
13015	182.54100	182.05061
13016	183.99700	182.05761
13017	181.02900	182.06460
13018	182.46600	182.07159
13019	179.12400	182.07859
13020	184.64000	182.08558
13021	177.74100	182.09257
13022	181.88400	182.09956
13023	179.60900	182.10655
13024	180.78500	182.11355
13025	182.68900	182.12054
13026	184.81100	182.12753
13027	179.26400	182.13452
13028	181.62200	182.14151
13029	182.71900	182.14850
13030	182.76900	182.15549
13031	185.47000	182.16248
13032	181.36700	182.16947
13033	179.23800	182.17646
13034	181.70500	182.18345
13035	182.54500	182.19044
13036	183.11700	182.19742
13037	182.09300	182.20441
13038	181.71300	182.21140
13039	183.02600	182.21839
13040	182.33600	182.22538
13041	182.19800	182.23236
13042	180.90100	182.23935
13043	182.80400	182.24634
13044	182.28800	182.25332
13045	181.02000	182.26031
13046	182.24600	182.26729
13047	184.45200	182.27428
13048	181.30900	182.28126
13049	182.37700	182.28825
13050	182.40700	182.29523
13051	181.17900	182.30222
13052	182.65400	182.30920
13053	180.44700	182.31619
13054	182.21900	182.32317
13055	180.15800	182.33015
13056	182.94900	182.33714
13057	183.55700	182.34412
13058	185.05100	182.35110
13059	179.32100	182.35808
13060	184.05500	182.36506
13061	180.88600	182.37205
13062	181.48500	182.37903
13063	181.53900	182.38601
13064	182.41800	182.39299
13065	183.10500	182.39997
13066	184.71500	182.40695
13067	181.74800	182.41393
13068	183.49400	182.42091
13069	181.88200	182.42789
13070	180.88300	182.43487
13071	182.43200	182.44185
13072	182.87800	182.44883
13073	180.76600	182.45581
13074	185.32500	182.46278
13075	180.85700	182.46976
13076	183.37200	182.47674
13077	179.75000	182.48372
13078	179.42200	182.49069
13079	183.58500	182.49767
13080	184.48300	182.50465
13081	181.09300	182.51162
13082	182.60500	182.51860
13083	182.13000	182.52558
13084	183.63900	182.53255
13085	183.68700	182.53953
13086	180.14200	182.54650
13087	180.85700	182.55348
13088	183.12000	182.56045
13089	185.50100	182.56743
13090	180.75900	182.57440
13091	182.86400	182.58137
13092	183.44200	182.58835
13093	181.39000	182.59532
13094	183.40000	182.60229
13095	184.42000	182.60927
13096	181.66200	182.61624
13097	184.53800	182.62321
13098	182.69600	182.63018
13099	184.24400	182.63715
13100	182.79400	182.64412
13101	181.84200	182.65110
13102	181.34500	182.65807
13103	181.12200	182.66504
13104	183.22300	182.67201
13105	181.83800	182.67898
13106	181.28600	182.68595
13107	183.31800	182.69292
13108	183.89900	182.69988
13109	180.39700	182.70685
13110	182.47300	182.71382
13111	180.51700	182.72079
13112	182.67700	182.72776
13113	181.66600	182.73473
13114	182.47900	182.74169
13115	181.66300	182.74866
13116	181.09000	182.75563
13117	185.36000	182.76260
13118	184.46200	182.76956
13119	184.69000	182.77653
13120	182.45900	182.78349
13121	183.90900	182.79046
13122	181.55800	182.79743
13123	184.07800	182.80439
13124	183.28800	182.81136
13125	183.79900	182.81832
13126	180.99800	182.82528
13127	182.60900	182.83225
13128	183.65500	182.83921
13129	182.28900	182.84618
13130	182.69900	182.85314
13131	183.68200	182.86010
13132	180.41200	182.86706
13133	182.80300	182.87403
13134	183.91600	182.88099
13135	183.45100	182.88795
13136	182.05400	182.89491
13137	182.56200	182.90187
13138	178.19300	182.90884
13139	186.06200	182.91580
13140	184.90300	182.92276
13141	184.62200	182.92972
13142	180.91600	182.93668
13143	184.12200	182.94364
13144	184.09900	182.95060
13145	182.31200	182.95756
13146	179.78800	182.96452
13147	187.72100	182.97147
13148	187.91200	182.97843
13149	181.13800	182.98539
13150	184.27200	182.99235
13151	184.46100	182.99931
13152	182.98000	183.00626
13153	180.55500	183.01322
13154	181.59100	183.02018
13155	180.14200	183.02714
13156	183.11900	183.03409
13157	181.44500	183.04105
13158	181.61900	183.04800
13159	181.24900	183.05496
13160	183.43400	183.06192
13161	182.91600	183.06887
13162	182.73200	183.07583
13163	180.95400	183.08278
13164	184.30000	183.08973
13165	181.17300	183.09669
13166	183.79800	183.10364
13167	185.65000	183.11060
13168	184.80500	183.11755
13169	184.62100	183.12450
13170	182.39300	183.13145
13171	182.48700	183.13841
13172	182.61500	183.14536
13173	185.62700	183.15231
13174	182.63200	183.15926
13175	182.72900	183.16621
13176	186.93700	183.17317
13177	184.53100	183.18012
13178	183.80200	183.18707
13179	183.02900	183.19402
13180	182.17900	183.20097
13181	183.95200	183.20792
13182	182.47700	183.21487
13183	183.22500	183.22182
13184	185.72600	183.22876
13185	180.97900	183.23571
13186	181.56600	183.24266
13187	182.64700	183.24961
13188	181.88000	183.25656
13189	183.79400	183.26351
13190	181.88200	183.27045
13191	183.47400	183.27740
13192	182.91400	183.28435
13193	182.48700	183.29129
13194	182.47400	183.29824
13195	181.54900	183.30519
13196	179.30800	183.31213
13197	183.91300	183.31908
13198	183.74400	183.32602
13199	183.84500	183.33297
13200	183.80000	183.33991
13201	182.57800	183.34686
13202	183.22900	183.35380
13203	185.90000	183.36075
13204	185.76500	183.36769
13205	183.27400	183.37463
13206	183.67000	183.38158
13207	181.36600	183.38852
13208	184.58600	183.39546
13209	181.59900	183.40241
13210	187.16100	183.40935
13211	183.39600	183.41629
13212	183.82000	183.42323
13213	183.25200	183.43017
13214	182.41900	183.43711
13215	180.79100	183.44405
13216	183.34500	183.45100
13217	184.36800	183.45794
13218	185.99100	183.46488
13219	183.05900	183.47182
13220	181.70600	183.47876
13221	181.02300	183.48569
13222	183.21600	183.49263
13223	184.52900	183.49957
13224	186.17700	183.50651
13225	184.24800	183.51345
13226	182.65100	183.52039
13227	183.53900	183.52732
13228	182.63000	183.53426
13229	185.26100	183.54120
13230	185.47300	183.54814
13231	183.18800	183.55507
13232	184.28500	183.56201
13233	183.90000	183.56895
13234	182.32200	183.57588
13235	184.44200	183.58282
13236	185.92700	183.58975
13237	183.56600	183.59669
13238	186.14700	183.60362
13239	184.34800	183.61056
13240	181.37400	183.61749
13241	185.19000	183.62443
13242	185.17600	183.63136
13243	184.75900	183.63829
13244	187.72300	183.64523
13245	184.83800	183.65216
13246	184.53900	183.65909
13247	182.35400	183.66602
13248	183.43600	183.67296
13249	184.41700	183.67989
13250	185.54500	183.68682
13251	184.98000	183.69375
13252	184.35500	183.70068
13253	182.94300	183.70761
13254	185.38400	183.71454
13255	184.62800	183.72147
13256	184.67300	183.72841
13257	185.52400	183.73533
13258	184.22300	183.74226
13259	184.08500	183.74919
13260	185.45500	183.75612
13261	182.46800	183.76305
13262	183.61300	183.76998
13263	183.83100	183.77691
13264	183.38500	183.78384
13265	185.24100	183.79076
13266	182.35000	183.79769
13267	185.63100	183.80462
13268	183.83500	183.81155
13269	186.57200	183.81847
13270	183.07800	183.82540
13271	183.12600	183.83233
13272	183.98300	183.83925
13273	186.02300	183.84618
13274	185.65900	183.85310
13275	182.37700	183.86003
13276	185.05900	183.86695
13277	184.06000	183.87388
13278	182.02900	183.88080
13279	181.08100	183.88773
13280	182.07300	183.89465
13281	184.81400	183.90157
13282	186.48700	183.90850
13283	181.86000	183.91542
13284	186.68300	183.92234
13285	183.36300	183.92927
13286	184.45400	183.93619
13287	184.88600	183.94311
13288	185.86100	183.95003
13289	182.58400	183.95695
13290	184.86300	183.96387
13291	184.86300	183.97080
13292	184.20300	183.97772
13293	184.34300	183.98464
13294	182.87100	183.99156
13295	185.60300	183.99848
13296	182.16500	184.00540
13297	181.30800	184.01232
13298	184.03300	184.01924
13299	186.83400	184.02615
13300	184.52100	184.03307
13301	181.82300	184.03999
13302	184.97500	184.04691
13303	181.98200	184.05383
13304	184.47200	184.06074
13305	184.10700	184.06766
13306	181.84900	184.07458
13307	187.34200	184.08150
13308	183.43600	184.08841
13309	183.58000	184.09533
13310	186.71400	184.10225
13311	181.40200	184.10916
13312	186.67700	184.11608
13313	184.32500	184.12299
13314	182.77000	184.12991
13315	184.04300	184.13682
13316	184.85800	184.14374
13317	182.73000	184.15065
13318	184.00700	184.15756
13319	184.46100	184.16448
13320	186.77600	184.17139
13321	183.18600	184.17830
13322	183.70800	184.18522
13323	183.78900	184.19213
13324	185.16500	184.19904
13325	189.56000	184.20596
13326	182.72400	184.21287
13327	186.12400	184.21978
13328	181.59800	184.22669
13329	185.62300	184.23360
13330	182.64500	184.24051
13331	183.99900	184.24742
13332	184.24600	184.25433
13333	186.84100	184.26124
13334	182.95900	184.26815
13335	181.41400	184.27506
13336	181.56400	184.28197
13337	181.85500	184.28888
13338	183.60600	184.29579
13339	185.15700	184.30270
13340	183.03300	184.30961
13341	183.82200	184.31651
13342	184.23500	184.32342
13343	189.66000	184.33033
13344	185.70600	184.33724
